rated,turns,victory_status,winner,base_time,increment,white_rating,black_rating,opening_eco
TRUE,122,mate,black,10,0,1106,1143,C60
TRUE,120,mate,black,10,0,1157,1092,C20
TRUE,123,mate,white,10,0,1076,1171,B02
TRUE,56,mate,black,10,0,1083,1165,B02
TRUE,35,draw,draw,10,0,1189,1164,B02
TRUE,55,mate,white,10,0,1151,1202,A40
TRUE,59,resign,black,10,0,1236,1137,A40
TRUE,85,mate,white,10,0,1301,1143,B00
TRUE,78,mate,black,10,0,1148,1417,D10
TRUE,67,resign,black,10,0,1155,1292,A40
FALSE,74,outoftime,black,5,10,1660,1838,D30
FALSE,85,resign,white,10,0,1751,1838,C65
FALSE,64,resign,white,15,0,1961,1838,C62
FALSE,39,mate,white,10,0,1848,1838,C44
FALSE,157,mate,white,15,10,1838,1699,C69
TRUE,56,resign,black,10,0,1977,1919,D04
TRUE,51,resign,white,10,0,1868,1991,C02
TRUE,21,mate,white,15,15,1835,1760,C58
TRUE,44,mate,black,15,15,1769,1791,C01
TRUE,42,resign,black,15,15,1473,1775,A00
TRUE,31,resign,white,15,15,1755,1477,B02
TRUE,20,mate,black,15,15,1481,1730,A00
TRUE,35,resign,white,15,15,1697,1486,C00
TRUE,50,mate,black,15,15,1492,1649,A00
TRUE,59,mate,white,15,15,1603,1384,C55
TRUE,25,mate,white,15,15,1500,1524,B01
TRUE,31,resign,white,12,12,1492,1173,C44
TRUE,15,resign,white,10,8,1356,1186,C42
TRUE,74,resign,black,10,0,1208,1311,C46
TRUE,45,mate,white,15,0,1513,1197,E10
TRUE,13,resign,white,15,0,1175,1142,C20
FALSE,52,mate,black,20,0,1175,1673,C20
FALSE,27,mate,white,20,0,1673,1175,C57
FALSE,9,mate,white,20,0,1175,1673,C20
TRUE,130,draw,draw,15,8,1462,1158,C46
TRUE,11,resign,white,15,15,1473,1166,C23
TRUE,44,resign,black,20,15,1155,1170,C23
TRUE,56,resign,white,20,15,1137,1190,B00
TRUE,22,resign,black,20,15,1234,1096,E00
TRUE,68,mate,black,20,15,1097,1902,B10
TRUE,25,resign,white,20,15,1901,1097,A40
FALSE,29,resign,white,180,8,1500,1097,C46
FALSE,25,resign,black,180,8,1097,1500,C20
TRUE,62,mate,black,30,0,1101,1635,C20
TRUE,13,mate,white,30,0,1633,1104,C40
TRUE,16,resign,black,30,0,1107,1631,C20
TRUE,49,resign,white,30,0,1273,1129,A00
TRUE,94,resign,black,30,0,1155,1265,C00
TRUE,22,resign,black,10,10,1158,1766,C20
TRUE,8,draw,draw,30,5,1517,1134,A40
FALSE,16,draw,draw,15,10,1551,1703,B50
FALSE,71,resign,white,15,10,1703,1551,C60
FALSE,69,resign,black,15,10,1703,1677,B06
FALSE,27,resign,white,15,10,1677,1703,A05
FALSE,47,mate,white,15,10,1703,1677,A01
FALSE,44,resign,white,15,10,1703,1583,A01
FALSE,46,resign,white,15,10,1682,1703,B20
TRUE,111,mate,white,15,10,1579,1722,A45
FALSE,33,resign,white,15,10,1722,1745,C62
FALSE,57,resign,white,15,10,1722,1767,B72
FALSE,41,resign,white,15,10,1767,1722,B57
FALSE,99,resign,black,15,10,1722,1735,C41
FALSE,89,resign,white,15,10,1722,1674,B80
FALSE,76,mate,black,15,10,1674,1722,B54
TRUE,96,draw,draw,15,10,1727,1586,D20
FALSE,43,resign,white,15,10,1727,1621,D46
FALSE,44,resign,white,15,10,1856,1727,B54
TRUE,63,mate,white,15,10,1670,1744,B50
FALSE,54,resign,black,15,10,1744,1924,D06
FALSE,54,resign,white,15,10,1897,1744,B22
TRUE,21,resign,white,15,10,1732,1759,B22
TRUE,43,resign,white,15,10,1747,1703,D10
TRUE,75,draw,draw,15,10,1749,1702,D37
FALSE,28,resign,black,15,15,1749,1806,A01
TRUE,39,resign,white,15,10,1738,1623,A40
TRUE,28,mate,black,15,10,1632,1727,B20
TRUE,57,resign,white,15,10,1857,1737,D04
TRUE,112,draw,draw,15,10,1776,1736,D02
TRUE,109,resign,white,15,10,1715,1788,D06
TRUE,153,mate,white,15,10,1798,1729,E20
TRUE,11,resign,white,15,10,1714,1658,D06
FALSE,45,resign,white,15,2,2076,1714,B21
FALSE,32,resign,black,15,10,1714,1709,D06
FALSE,20,resign,black,15,10,1800,1714,B23
FALSE,28,resign,black,15,10,1714,1800,A25
FALSE,52,mate,black,15,10,1800,1714,B50
TRUE,61,resign,white,15,10,1651,1737,B20
FALSE,17,resign,white,15,5,1737,1647,E38
FALSE,62,resign,black,15,5,1647,1737,B22
FALSE,31,resign,white,15,5,1737,1647,E12
FALSE,32,resign,black,15,10,1737,1631,A22
FALSE,29,resign,white,15,5,1868,1737,B53
TRUE,85,resign,white,15,0,1549,1419,B50
TRUE,15,resign,white,15,5,1772,1554,A04
TRUE,40,mate,black,10,10,1559,1767,C55
TRUE,59,resign,white,5,8,1664,1568,B50
TRUE,36,resign,black,15,5,1578,1603,B43
TRUE,25,mate,white,8,0,1835,1582,B21
TRUE,72,resign,black,15,0,1593,1608,B46
TRUE,64,resign,black,15,0,1620,1581,D02
TRUE,85,resign,white,15,0,1567,1632,B10
TRUE,48,resign,black,15,0,1646,1553,B20
TRUE,89,resign,white,15,0,1538,1660,B40
TRUE,51,resign,white,10,3,1859,1541,B50
TRUE,37,resign,white,5,8,1370,1558,B20
TRUE,56,mate,black,15,15,1565,1712,B01
TRUE,39,resign,black,10,7,1571,1725,B40
FALSE,59,resign,white,15,0,1748,1571,B70
TRUE,122,mate,black,15,5,1575,1844,B02
TRUE,82,resign,white,15,5,1840,1580,A52
TRUE,44,resign,black,7,8,1698,1564,B53
TRUE,41,mate,white,5,5,1557,1443,C10
TRUE,18,mate,black,5,5,1452,1549,A04
TRUE,113,resign,white,10,5,1666,1556,B01
TRUE,59,resign,white,15,3,1575,1567,B72
TRUE,37,resign,white,12,0,1701,1575,B20
TRUE,101,resign,white,5,5,1570,1321,C10
TRUE,81,outoftime,white,20,0,1556,1676,C55
TRUE,70,resign,black,5,5,1597,1543,C45
TRUE,15,mate,white,5,5,1529,1610,C50
TRUE,71,resign,white,12,0,1623,1538,A51
TRUE,32,resign,white,10,0,1752,1543,D01
TRUE,44,resign,black,10,5,1549,1720,C41
TRUE,39,resign,black,20,0,1557,1675,C10
TRUE,63,resign,white,10,0,1663,1565,B20
TRUE,59,mate,white,8,0,1644,1574,B20
TRUE,87,draw,draw,5,8,1573,1599,B00
TRUE,16,mate,black,5,8,1611,1560,A52
TRUE,52,resign,black,10,2,1548,1549,A51
TRUE,55,resign,black,10,0,1555,1730,B46
TRUE,26,resign,black,10,5,1559,1839,A00
TRUE,36,mate,black,5,20,1570,1578,B40
TRUE,50,resign,black,15,0,1640,1556,B01
TRUE,26,resign,black,10,5,1600,1542,B01
TRUE,17,mate,white,8,5,1728,1549,B01
TRUE,42,resign,white,15,0,1643,1558,E00
TRUE,119,resign,white,10,0,1822,1562,A45
TRUE,64,resign,black,10,0,1569,1710,A06
TRUE,94,outoftime,black,10,0,1579,1557,B72
TRUE,46,resign,black,5,8,1706,1540,B01
TRUE,24,resign,black,15,10,1543,1858,C40
TRUE,101,resign,white,5,8,1805,1548,B50
FALSE,88,mate,black,10,0,1500,1769,C20
FALSE,78,outoftime,black,10,0,1413,1500,B53
FALSE,31,resign,white,20,0,1500,1500,C44
FALSE,2,resign,white,8,0,1500,1784,C00
FALSE,72,resign,white,30,0,1706,1500,D07
FALSE,70,mate,black,30,3,1347,1500,A27
TRUE,30,resign,black,15,5,1644,1810,B25
FALSE,87,mate,white,10,0,939,963,B02
FALSE,66,resign,white,7,2,1458,939,A06
TRUE,59,resign,white,10,0,1449,940,C24
TRUE,80,resign,black,10,0,949,1064,A15
TRUE,66,mate,black,10,0,961,974,A00
TRUE,89,resign,white,10,0,963,975,C20
TRUE,5,outoftime,white,10,0,1046,986,C27
TRUE,52,mate,black,5,8,1500,1482,A00
TRUE,46,resign,white,30,0,1306,1275,B10
TRUE,35,mate,white,30,0,1259,1319,C42
TRUE,40,outoftime,black,15,5,1272,1169,B10
TRUE,8,resign,black,10,0,1278,1500,B00
TRUE,53,resign,white,10,0,1265,1500,B00
FALSE,120,resign,black,10,5,1265,1500,C41
FALSE,73,resign,black,15,0,1265,1500,C40
TRUE,22,draw,draw,30,0,1264,1268,C40
TRUE,66,outoftime,black,10,0,1278,1280,B02
TRUE,85,resign,white,12,10,1282,1293,B10
TRUE,30,mate,black,10,5,1500,1279,B00
TRUE,49,mate,white,20,15,1271,1096,C68
TRUE,70,resign,black,180,0,964,1267,B00
TRUE,19,draw,draw,20,3,1270,1179,A06
TRUE,80,mate,black,10,0,1277,1490,B29
FALSE,5,resign,white,10,10,1370,1422,C40
FALSE,41,resign,white,10,10,1370,1176,B20
TRUE,53,mate,white,10,10,1366,1402,B00
TRUE,30,mate,black,10,10,1442,1310,A00
TRUE,153,resign,black,5,8,1495,1283,C00
TRUE,86,draw,draw,5,8,1387,1507,B02
FALSE,2,resign,black,5,30,1264,1507,B07
TRUE,81,resign,white,15,15,1554,1546,A40
TRUE,56,mate,black,10,0,1586,1632,C20
TRUE,42,resign,black,10,5,2103,2198,A06
TRUE,35,resign,white,10,5,2188,2173,A40
TRUE,132,outoftime,black,10,0,2066,2180,A00
TRUE,42,draw,draw,10,5,2180,2186,A46
TRUE,178,mate,black,10,5,2190,2234,D02
TRUE,130,mate,black,10,5,2201,2173,A46
TRUE,91,mate,white,10,5,2104,2215,A58
TRUE,56,outoftime,black,15,5,2226,2219,D02
TRUE,61,mate,white,10,5,2330,2234,D03
TRUE,67,mate,white,10,5,2121,2234,B74
TRUE,79,resign,white,5,5,2218,1953,D02
TRUE,190,mate,black,10,5,2151,2209,B50
TRUE,116,resign,black,10,5,2221,2209,D02
TRUE,79,mate,white,10,5,2194,2232,B72
TRUE,35,mate,white,10,5,2221,2222,A40
TRUE,59,resign,white,10,0,2230,1666,B08
TRUE,83,mate,white,10,5,2276,2230,A46
TRUE,74,mate,black,10,0,2230,2201,D02
TRUE,65,resign,white,5,5,2226,1977,D02
TRUE,67,outoftime,white,10,5,2218,2133,A40
TRUE,114,mate,black,10,5,2225,2207,B50
TRUE,51,resign,white,10,5,2199,2112,D02
TRUE,100,draw,draw,10,5,2199,2179,D02
TRUE,76,outoftime,black,10,5,2179,2189,A56
TRUE,132,mate,black,10,0,1502,1530,C60
TRUE,29,resign,black,10,0,1368,1496,D01
TRUE,115,outoftime,white,10,0,1488,1437,C00
TRUE,109,mate,white,10,0,1470,1499,C41
TRUE,86,mate,black,10,0,1513,1384,C41
TRUE,57,mate,white,10,0,1514,1523,C34
TRUE,64,mate,black,10,0,1534,1528,C60
TRUE,89,resign,white,10,0,1523,1538,B20
TRUE,122,resign,black,10,0,1550,1511,C41
TRUE,20,outoftime,black,15,1,810,1218,B07
TRUE,33,mate,white,15,1,1209,831,D00
TRUE,38,mate,black,15,1,1210,2026,D00
TRUE,96,mate,black,15,1,1211,2025,D04
TRUE,137,mate,white,16,1,1586,1236,C30
TRUE,44,resign,black,1,10,1255,1815,A40
TRUE,81,resign,white,1,10,1179,1610,D02
TRUE,22,mate,black,25,0,1188,1716,C46
TRUE,11,mate,white,5,8,1718,1215,C20
TRUE,17,mate,white,15,10,1733,1226,C20
TRUE,35,mate,white,8,3,1483,1275,C40
TRUE,43,mate,white,15,0,1378,1430,B01
TRUE,14,resign,black,15,0,1387,1621,C45
TRUE,12,resign,black,15,0,1421,1278,C00
TRUE,143,resign,white,15,0,1391,1448,C41
TRUE,52,mate,black,15,0,1461,1357,C61
TRUE,14,resign,black,15,0,1476,1316,C61
TRUE,13,mate,white,15,0,1180,1358,C45
TRUE,30,resign,black,15,0,1394,1358,C42
TRUE,61,resign,white,15,0,1638,1408,C46
TRUE,52,mate,black,15,0,1439,1493,B01
TRUE,15,resign,white,15,0,1483,1478,D00
TRUE,44,resign,white,5,6,1447,1581,B20
TRUE,47,mate,white,10,0,1498,1677,C45
TRUE,34,resign,black,5,8,1561,1574,B07
TRUE,42,mate,black,5,8,1500,1507,D00
TRUE,86,resign,black,5,8,1624,1504,C41
FALSE,33,mate,white,10,0,1430,1492,B20
TRUE,74,resign,black,6,4,1524,1269,B20
TRUE,23,resign,black,5,5,1500,1401,B10
FALSE,87,resign,white,15,0,1500,1508,A40
FALSE,32,mate,black,15,0,1508,1500,E10
FALSE,16,resign,black,10,0,1508,2016,A40
FALSE,59,resign,white,180,0,1508,1500,C40
FALSE,24,resign,black,15,0,1508,1727,C02
FALSE,67,mate,white,60,3,1500,1508,C24
FALSE,93,outoftime,white,5,7,1508,1403,A40
FALSE,104,mate,black,5,8,1500,1581,D00
TRUE,102,mate,black,25,0,1238,1500,B02
FALSE,10,mate,black,10,6,1500,1693,A21
FALSE,37,mate,white,10,6,1693,1500,D00
FALSE,60,resign,black,10,6,1500,1693,D02
FALSE,20,resign,black,10,6,1622,1500,C40
TRUE,13,mate,white,15,20,1160,1323,B00
TRUE,6,mate,black,15,20,1418,1588,A00
TRUE,43,mate,white,5,5,1930,1500,B00
FALSE,2,outoftime,black,10,0,1761,1579,B20
TRUE,79,resign,white,15,5,1745,1853,B01
TRUE,98,mate,black,15,5,1750,1733,B57
FALSE,31,resign,white,15,5,1733,1624,B20
TRUE,101,resign,white,15,5,2108,1736,D31
TRUE,40,resign,white,15,5,2105,1738,D53
TRUE,46,resign,white,15,5,2101,1741,D32
TRUE,24,resign,white,10,5,1852,1748,E32
TRUE,60,mate,black,10,5,1759,1500,C42
TRUE,51,resign,white,10,0,1749,1716,C53
TRUE,112,mate,black,15,5,1763,1661,C54
TRUE,77,mate,white,10,0,1809,1700,B20
TRUE,42,resign,black,10,0,1801,1686,D20
TRUE,65,resign,white,5,8,1711,1713,C68
TRUE,137,draw,draw,15,10,1712,1751,C01
TRUE,52,mate,black,15,10,1764,1711,D20
TRUE,85,outoftime,white,5,5,1737,1745,C62
TRUE,35,resign,white,5,5,1734,1748,B30
TRUE,80,outoftime,black,10,0,1696,1725,C24
TRUE,105,resign,white,5,7,1712,1770,D03
TRUE,90,resign,black,7,14,1734,1701,C20
TRUE,149,outoftime,white,5,5,1796,1709,A03
TRUE,96,outoftime,black,15,0,1720,1697,C53
TRUE,38,resign,black,8,0,1704,1852,D02
TRUE,84,outoftime,black,8,0,1718,1587,D02
TRUE,41,resign,white,8,5,1779,1727,C34
TRUE,62,outoftime,black,10,5,1737,1775,B31
TRUE,53,outoftime,white,7,8,1888,1744,C62
TRUE,27,mate,white,3,15,1852,1761,C50
TRUE,78,resign,black,10,5,1772,1770,B30
TRUE,47,resign,white,8,2,1799,1782,C34
TRUE,33,resign,white,10,10,1820,1792,C42
TRUE,103,resign,white,5,10,1734,1805,C50
TRUE,46,outoftime,black,10,0,1696,1797,C62
TRUE,79,resign,black,1,30,1695,1789,D00
TRUE,73,mate,white,10,8,1780,1722,A41
FALSE,37,resign,white,5,8,1914,1780,C21
FALSE,23,resign,white,5,5,1786,1966,B01
TRUE,41,resign,white,8,0,1882,1806,A00
TRUE,29,resign,white,8,0,1792,1898,A04
TRUE,50,resign,black,10,10,1760,1782,D00
FALSE,85,outoftime,white,8,0,1818,1793,A04
TRUE,29,resign,white,5,15,1785,2054,C01
TRUE,39,mate,white,10,0,1215,1511,C00
TRUE,39,mate,white,10,0,1687,1218,D00
TRUE,35,mate,white,2,15,1316,1237,C20
TRUE,32,mate,black,2,15,1261,1279,C40
TRUE,21,mate,white,2,15,1228,1292,C20
FALSE,13,outoftime,white,180,0,1255,1151,A00
TRUE,79,resign,white,10,8,1391,1161,E70
TRUE,43,resign,white,10,15,1142,1066,A00
TRUE,40,resign,black,15,5,1162,1242,A00
TRUE,78,resign,white,15,0,1204,1187,B06
TRUE,29,resign,white,6,3,1229,1215,B06
FALSE,12,resign,black,5,30,1336,1190,A40
TRUE,47,mate,white,15,0,1150,1223,A00
FALSE,40,resign,white,20,10,1450,1150,A40
TRUE,85,resign,white,60,60,1425,1164,B06
TRUE,46,resign,black,180,0,1452,1108,B06
FALSE,65,outoftime,white,180,0,1255,1108,A00
FALSE,17,draw,draw,180,0,1108,1255,A00
FALSE,73,draw,draw,180,0,1255,1108,A05
FALSE,91,outoftime,white,180,0,1255,1108,A00
FALSE,88,draw,draw,180,0,1108,1255,D00
FALSE,64,resign,black,180,0,1255,1108,D26
TRUE,90,mate,black,5,8,1142,1431,C01
TRUE,57,mate,white,3,10,1107,1022,A45
FALSE,32,outoftime,black,180,0,1107,1352,C20
TRUE,45,mate,white,10,0,1581,1513,A01
TRUE,69,resign,white,10,0,1505,1393,A30
TRUE,25,resign,white,10,0,1493,1517,B20
TRUE,50,resign,black,10,0,1494,1506,A30
TRUE,75,resign,white,10,0,1497,1494,A13
TRUE,90,resign,black,10,0,1572,1484,D02
TRUE,14,resign,black,10,0,1492,1563,A22
TRUE,37,resign,white,10,0,1511,1502,B30
TRUE,52,resign,black,10,0,1513,1527,A17
TRUE,52,mate,black,10,0,1478,1503,D02
TRUE,54,resign,black,10,0,1513,1541,A10
TRUE,22,mate,black,10,0,1322,1507,B21
TRUE,31,resign,white,10,0,1504,1509,B20
TRUE,85,mate,white,10,0,1502,1500,A21
TRUE,64,resign,white,10,0,1491,1505,A10
TRUE,9,mate,white,10,0,1512,1490,B22
TRUE,40,resign,black,10,0,1502,1469,A13
TRUE,132,resign,black,10,0,1497,1491,B20
TRUE,42,mate,black,10,0,1430,1482,B20
TRUE,50,resign,white,10,0,1465,1493,B31
TRUE,37,resign,white,10,0,1476,1432,A20
TRUE,117,resign,white,10,0,1501,1486,B20
TRUE,70,outoftime,black,10,0,1531,1473,A00
TRUE,14,resign,black,10,0,1483,1521,A36
TRUE,59,resign,white,10,0,1491,1493,B23
TRUE,39,resign,white,10,0,1480,1592,A20
TRUE,26,resign,black,10,0,1479,1514,A13
TRUE,58,resign,black,10,0,1468,1468,B34
TRUE,104,mate,black,10,0,1479,1462,A20
TRUE,63,mate,white,10,0,1624,1486,B34
TRUE,97,mate,white,10,0,1476,1469,A20
TRUE,51,resign,white,10,0,1467,1404,A10
TRUE,63,resign,black,10,0,1479,1427,A22
TRUE,33,resign,white,10,0,1489,1478,B20
TRUE,79,resign,white,10,0,1467,1468,A22
TRUE,33,resign,white,10,0,1578,1475,B34
TRUE,11,resign,white,10,0,1466,1395,A10
TRUE,21,resign,white,10,0,1532,1475,B30
TRUE,17,resign,white,10,0,1462,1545,A10
TRUE,26,resign,white,10,0,1536,1471,B20
TRUE,29,mate,white,10,0,1457,1550,A10
TRUE,61,resign,white,10,0,1422,1469,B20
TRUE,39,resign,black,10,0,1481,1436,A21
TRUE,59,resign,white,10,0,1477,1492,A43
FALSE,27,mate,white,10,15,1500,1407,B00
FALSE,34,mate,black,10,15,1407,1500,A00
FALSE,17,mate,white,10,0,1500,1407,B00
FALSE,5,resign,white,20,0,1937,1407,A40
TRUE,47,mate,white,8,0,2141,1414,B07
TRUE,18,mate,black,5,5,1500,1742,A00
FALSE,9,resign,white,12,0,1342,1221,C50
TRUE,44,mate,black,15,10,1254,1204,C48
TRUE,53,mate,white,15,10,1184,1269,C46
TRUE,26,resign,black,10,0,1203,1140,C41
TRUE,7,resign,white,5,8,1329,1215,C20
TRUE,4,resign,white,8,8,1325,1227,C44
FALSE,45,resign,white,8,0,1500,1227,A03
TRUE,17,resign,black,10,0,1233,1532,C40
TRUE,57,resign,white,13,3,1567,1238,C50
TRUE,85,mate,white,15,3,1681,1216,D02
TRUE,171,mate,white,15,3,1189,1373,C40
TRUE,28,resign,white,15,0,1162,1319,B00
TRUE,78,mate,black,10,15,1446,1133,C21
FALSE,1,outoftime,white,5,15,2404,1616,B00
FALSE,91,resign,white,10,5,1616,1657,B00
TRUE,70,resign,black,10,0,1499,1449,D00
TRUE,48,resign,black,20,0,1405,1365,C20
TRUE,7,resign,white,8,0,1302,1351,B20
TRUE,30,resign,black,20,3,989,1658,C45
TRUE,52,mate,black,20,3,989,1658,C20
TRUE,2,resign,black,10,10,1610,989,A40
TRUE,3,resign,white,10,10,989,1610,B01
TRUE,3,resign,white,15,10,1538,991,C40
TRUE,20,resign,black,15,0,1003,1246,C20
TRUE,7,mate,white,5,5,958,1274,C20
FALSE,41,mate,white,60,0,1500,963,A00
FALSE,36,resign,black,60,0,963,1500,B07
TRUE,62,mate,black,15,15,978,1179,B08
TRUE,71,mate,white,15,15,1172,996,D00
TRUE,44,mate,black,15,15,1032,1011,A00
TRUE,33,mate,white,15,15,1142,1061,A00
FALSE,29,mate,white,10,0,1424,1061,B00
TRUE,64,draw,draw,45,4,1691,1451,B21
TRUE,89,mate,white,5,8,1471,1461,B20
TRUE,57,resign,black,10,10,1440,1451,B20
TRUE,113,draw,draw,10,10,1450,1468,C00
TRUE,34,mate,black,10,10,1455,1679,C41
TRUE,99,draw,draw,10,10,1454,1489,C46
TRUE,32,resign,black,10,10,1508,1440,B21
TRUE,33,resign,white,10,10,1425,1576,C01
TRUE,103,draw,draw,10,10,1580,1420,D02
TRUE,111,draw,draw,10,10,1418,1480,B00
TRUE,18,resign,black,10,10,1545,1402,A20
TRUE,67,resign,white,10,10,1392,1332,B94
TRUE,81,mate,white,10,10,1382,1388,C47
TRUE,57,mate,white,10,10,1347,1395,B23
FALSE,99,mate,white,10,10,1395,1367,C44
TRUE,102,mate,black,15,15,1418,1472,B00
TRUE,40,resign,black,15,15,1423,1645,B21
FALSE,38,resign,white,15,15,1500,1423,A40
TRUE,20,resign,black,20,30,1457,1418,B52
TRUE,112,mate,black,15,0,1421,1754,C45
TRUE,91,resign,white,45,5,1464,1432,C20
TRUE,37,mate,white,15,15,1363,1447,A40
TRUE,115,mate,white,45,0,1653,1453,A40
TRUE,47,mate,white,20,10,1710,1460,D10
TRUE,46,mate,black,20,10,1465,1706,C42
TRUE,31,resign,white,20,10,1701,1470,D02
TRUE,53,resign,white,20,30,1554,1479,A40
TRUE,20,mate,black,20,30,1488,1591,C48
TRUE,167,mate,white,20,30,1579,1497,B11
TRUE,63,resign,white,20,30,1482,1537,B20
TRUE,70,mate,black,20,30,1528,1468,B12
TRUE,77,draw,draw,20,30,1467,1501,C41
TRUE,41,draw,draw,20,30,1559,1472,D11
TRUE,112,resign,black,20,30,1549,1456,A11
TRUE,68,mate,black,30,0,1436,1434,A40
TRUE,59,resign,white,60,0,1858,1436,B11
TRUE,96,draw,draw,20,30,1431,1585,C45
TRUE,80,mate,black,20,30,1443,1471,C44
TRUE,67,mate,white,10,0,1661,1132,C40
TRUE,36,mate,black,10,0,1073,1135,A00
TRUE,91,mate,white,10,0,1551,1142,C20
TRUE,16,mate,black,5,10,1155,1483,C42
TRUE,24,resign,white,10,10,1780,1157,C42
TRUE,8,resign,black,10,0,1157,2312,B20
TRUE,18,resign,black,10,0,1164,1616,C23
TRUE,103,mate,white,10,0,1563,1173,E00
TRUE,10,resign,white,10,0,1805,1176,A40
TRUE,76,mate,black,10,0,1209,1320,C23
TRUE,106,mate,black,8,10,1215,1703,C20
TRUE,26,mate,black,6,3,1515,1127,E00
TRUE,13,mate,white,6,3,1002,1534,C23
TRUE,54,resign,black,10,0,1009,1513,B02
TRUE,67,mate,white,10,0,1511,1017,C00
TRUE,12,resign,black,10,0,1027,1509,B02
TRUE,57,resign,white,10,180,1264,1064,C00
TRUE,60,mate,black,20,5,1072,1625,A00
TRUE,16,mate,black,90,0,1073,1939,C20
TRUE,39,resign,white,15,0,1793,1076,C01
TRUE,9,outoftime,white,5,10,1374,1115,C00
TRUE,38,resign,white,5,10,1539,1136,C02
TRUE,34,resign,black,6,10,1149,1677,A00
TRUE,41,outoftime,white,10,3,1535,1182,C00
FALSE,26,resign,black,180,0,1500,1182,C00
TRUE,57,mate,white,5,10,856,1541,A00
TRUE,52,outoftime,black,10,0,1435,2042,D04
TRUE,31,mate,white,10,0,1828,1500,C41
TRUE,12,resign,black,15,0,1353,1207,B06
TRUE,35,mate,white,15,2,1347,1013,A40
TRUE,73,outoftime,white,15,8,1334,1183,A40
TRUE,86,mate,black,10,0,1079,1325,B01
TRUE,11,resign,white,15,0,1314,1099,D00
TRUE,2,resign,black,5,6,1052,1304,D00
FALSE,10,outoftime,black,10,5,1100,1393,D01
FALSE,81,resign,white,10,5,1393,1100,B12
FALSE,15,resign,black,10,5,1100,1393,A43
TRUE,12,resign,black,10,5,1027,1084,B01
TRUE,55,resign,white,10,5,1065,1073,D00
TRUE,81,mate,white,10,5,1085,1082,D00
TRUE,50,mate,black,10,5,1104,1057,B12
TRUE,46,outoftime,black,10,5,1130,1019,C00
TRUE,21,resign,white,10,5,1125,1153,B01
TRUE,27,resign,white,10,5,1152,1159,C21
TRUE,2,resign,white,10,5,1112,1283,B01
TRUE,54,mate,black,10,0,1141,1098,C20
TRUE,35,mate,white,10,0,1080,1177,B01
TRUE,23,resign,white,10,0,1152,1206,A00
TRUE,20,resign,black,10,0,1145,1174,B01
TRUE,10,resign,black,10,0,1205,1199,B02
TRUE,12,draw,draw,10,0,1216,1093,C00
TRUE,4,resign,black,10,0,1141,1175,B01
TRUE,44,mate,black,10,0,1018,1142,B01
TRUE,22,outoftime,black,10,0,1208,1140,C22
TRUE,86,mate,black,10,0,1195,1123,C40
TRUE,50,mate,black,10,0,1221,1168,D00
TRUE,108,mate,black,10,0,1054,1384,C23
TRUE,41,outoftime,white,15,15,1703,1484,C01
TRUE,16,resign,white,15,15,1455,1427,C02
TRUE,21,resign,white,15,15,1433,1306,C80
TRUE,30,outoftime,black,15,10,1469,1476,B01
TRUE,109,resign,white,7,2,1785,1481,C00
TRUE,54,resign,black,7,2,1315,1455,C02
TRUE,96,resign,black,7,2,1466,1815,B90
TRUE,255,draw,draw,7,2,1585,1448,C00
FALSE,68,draw,draw,20,0,1907,1448,A28
TRUE,39,draw,draw,15,5,1291,1451,C02
TRUE,104,mate,black,7,2,1278,1406,C00
TRUE,54,outoftime,black,7,2,1515,1404,C02
TRUE,75,mate,white,7,2,1473,1221,C84
TRUE,67,outoftime,white,7,2,1610,1599,C00
FALSE,68,outoftime,black,20,0,1907,1599,A28
TRUE,88,mate,black,15,5,1299,1500,C02
TRUE,54,mate,black,120,0,1430,1500,B00
TRUE,56,resign,black,10,3,1576,1500,B00
FALSE,39,mate,white,5,8,1901,1500,C20
TRUE,121,mate,white,9,2,1093,1119,C41
TRUE,44,mate,black,10,5,1117,898,C41
TRUE,27,outoftime,white,30,7,1169,1133,B00
TRUE,35,mate,white,10,5,1106,1273,C60
TRUE,45,mate,white,15,1,1251,1119,C68
TRUE,20,resign,black,15,0,1128,1347,C41
TRUE,78,mate,black,10,3,1146,1355,C44
TRUE,56,mate,black,10,3,1254,1116,C44
TRUE,141,mate,white,10,3,1228,1133,D00
TRUE,61,outoftime,white,10,0,1705,1135,C50
TRUE,64,mate,black,10,0,1158,1306,B00
TRUE,19,mate,white,10,0,1759,1163,C50
TRUE,26,mate,black,10,0,1167,1627,C61
TRUE,51,mate,white,10,0,2023,1168,A20
TRUE,115,outoftime,white,7,2,1426,1178,C01
TRUE,100,mate,black,7,2,1200,1252,C91
TRUE,75,mate,white,7,2,1427,1213,C68
TRUE,64,mate,black,7,2,1303,1175,C84
TRUE,14,draw,draw,15,0,1155,1424,C11
FALSE,36,mate,black,20,0,1155,1907,C88
TRUE,85,draw,draw,7,2,1170,1302,C92
TRUE,64,mate,black,7,2,1173,1718,C00
TRUE,77,outoftime,white,7,2,1278,1204,C70
TRUE,75,mate,white,7,2,1473,1221,C84
TRUE,74,mate,black,7,2,1264,1288,C91
FALSE,70,outoftime,black,20,0,1907,1264,A40
TRUE,38,draw,draw,15,5,1420,1239,C50
TRUE,40,mate,black,15,5,1277,1409,C11
TRUE,31,outoftime,white,20,10,1804,1284,C50
TRUE,56,mate,black,14,4,1406,1404,B21
